,precision,recall,f1-score,support
4387,0.0,0.0,0.0,1.0
4388,0.0,0.0,0.0,1.0
4389,0.0,0.0,0.0,1.0
4390,0.0,0.0,0.0,1.0
4391,0.0,0.0,0.0,1.0
4392,0.0,0.0,0.0,2.0
4393,0.0,0.0,0.0,1.0
4394,0.0,0.0,0.0,1.0
4395,0.0,0.0,0.0,1.0
4396,0.0,0.0,0.0,1.0
4397,0.0,0.0,0.0,1.0
4398,0.0,0.0,0.0,1.0
4399,0.0,0.0,0.0,1.0
4400,0.0,0.0,0.0,6.0
4401,0.0,0.0,0.0,1.0
4402,0.0,0.0,0.0,4.0
4403,0.0,0.0,0.0,2.0
4404,0.0,0.0,0.0,1.0
4405,0.0,0.0,0.0,1.0
4406,0.0,0.0,0.0,1.0
4407,0.0,0.0,0.0,2.0
4408,0.0,0.0,0.0,1.0
4409,0.0,0.0,0.0,4.0
4410,0.0,0.0,0.0,1.0
4411,0.0,0.0,0.0,2.0
4412,0.0,0.0,0.0,1.0
4413,0.0,0.0,0.0,6.0
4414,0.0,0.0,0.0,1.0
4415,0.0,0.0,0.0,1.0
4416,0.0,0.0,0.0,1.0
4417,0.0,0.0,0.0,1.0
4418,0.0,0.0,0.0,1.0
4419,0.0,0.0,0.0,1.0
4420,0.0,0.0,0.0,1.0
4421,0.0,0.0,0.0,5.0
4422,0.0,0.0,0.0,3.0
4423,0.0,0.0,0.0,1.0
4424,0.0,0.0,0.0,2.0
4425,0.0,0.0,0.0,1.0
4426,0.0,0.0,0.0,1.0
4427,0.0,0.0,0.0,12.0
4428,0.0,0.0,0.0,1.0
4429,0.0,0.0,0.0,2.0
4430,0.0,0.0,0.0,1.0
4431,0.0,0.0,0.0,1.0
4432,0.0,0.0,0.0,1.0
4433,0.0,0.0,0.0,1.0
4434,0.0,0.0,0.0,2.0
4435,0.0,0.0,0.0,1.0
4436,0.0,0.0,0.0,1.0
4437,0.0,0.0,0.0,19.0
4438,0.0,0.0,0.0,1.0
4439,0.0,0.0,0.0,1.0
4440,0.0,0.0,0.0,4.0
4441,0.0,0.0,0.0,1.0
4442,0.0,0.0,0.0,1.0
4443,0.0,0.0,0.0,4.0
4444,0.0,0.0,0.0,2.0
